,csv_note,Error Rate
0,Logistic Regression Classic,0.14010351966873702
1,XGB Classic,0.27815734989648033
2,Random Forest Classic,0.2730227743271222
3,LDA Classic,0.2738095238095237
4,Logistic Regression TS MA,0.1930658755487592
5,XGB TS MA,0.25191090299288565
6,Random Forest TS MA,0.2879145979344937
7,LDA TS MA,0.22745619625074243
8,Logistic Regression TS Diff,0.07161627437652962
9,XGB TS Diff,0.042795470470583186
10,Random Forest TS Diff,0.1568339014643655
11,LDA TS Diff,0.11840663949154795
