,csv_note,Error Rate
0,Logistic Regression Classic,0.14010351966873702
1,XGB Classic,0.27815734989648033
2,Random Forest Classic,0.2730227743271222
3,LDA Classic,0.2738095238095237
4,Logistic Regression TS MA,0.15060589711651795
5,XGB TS MA,0.14551792308185296
6,Random Forest TS MA,0.2651795887807358
7,LDA TS MA,0.15547179954459478
8,Logistic Regression TS Diff,0.03107836864405422
9,XGB TS Diff,0.014328384666614014
10,Random Forest TS Diff,0.1342145591159577
11,LDA TS Diff,0.14157848685732122
