,csv_note,Error Rate
0,Logistic Regression Classic,0.14010351966873702
1,XGB Classic,0.27815734989648033
2,Random Forest Classic,0.2730227743271222
3,LDA Classic,0.2738095238095237
4,Logistic Regression TS MA,0.1790126866521039
5,XGB TS MA,0.17777373444820344
6,Random Forest TS MA,0.2621213611909381
7,LDA TS MA,0.20276213282884237
8,Logistic Regression TS Diff,0.049256424617768246
9,XGB TS Diff,0.011988366442693965
10,Random Forest TS Diff,0.1547442467221274
11,LDA TS Diff,0.15702427305271238
