csv_note,Accuracy
Logistic Regression Classic,0.859896480331263
XGB Classic,0.7218426501035197
Random Forest Classic,0.7269772256728778
LDA Classic,0.7261904761904763
Logistic Regression TS MA,0.8209873133478961
XGB TS MA,0.8222262655517966
Random Forest TS MA,0.7378786388090619
LDA TS MA,0.7972378671711576
Logistic Regression TS Diff,0.9507435753822318
XGB TS Diff,0.9880116335573061
Random Forest TS Diff,0.8452557532778726
LDA TS Diff,0.8429757269472876
