csv_note,Accuracy
Logistic Regression Classic,0.859896480331263
XGB Classic,0.7218426501035197
Random Forest Classic,0.7269772256728778
LDA Classic,0.7261904761904763
Logistic Regression TS Diff,0.9655881329741709
XGB TS Diff,0.9819446007403172
Random Forest TS Diff,0.8648315016171534
LDA TS Diff,0.8506567427539983
Logistic Regression TS MA,0.835976882072031
XGB TS MA,0.800149205934799
Random Forest TS MA,0.7211130566821362
LDA TS MA,0.8332018518863858
