csv_note,Accuracy
Logistic Regression Classic,0.859896480331263
XGB Classic,0.7218426501035197
Random Forest Classic,0.7269772256728778
LDA Classic,0.7261904761904763
Logistic Regression TS Diff,0.9689216313559458
XGB TS Diff,0.985671615333386
Random Forest TS Diff,0.8657854408840423
LDA TS Diff,0.8584215131426788
Logistic Regression TS MA,0.849394102883482
XGB TS MA,0.854482076918147
Random Forest TS MA,0.7348204112192642
LDA TS MA,0.8445282004554052
