csv_note,MCC
Logistic Regression Classic,0.8183361694254387
XGB Classic,0.8939012864514622
Random Forest Classic,0.916636644546607
LDA Classic,0.8158652436564893
Logistic Regression TS Diff,0.9600673023519625
XGB TS Diff,0.9912618927772974
Random Forest TS Diff,0.9840691656526817
LDA TS Diff,0.9386760503537324
Logistic Regression TS MA,0.8997741201708772
XGB TS MA,0.9366573195490809
Random Forest TS MA,0.9261610939869317
LDA TS MA,0.9106815967674986
